function	description	HC-DS	HC-HD	HC-HX	HC-XY
K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	1667.78	467.0	87.75	562.47
K12961	diaA; DnaA initiator-associating protein	14852.0	15947.17	17327.0	14955.67
K12962	arnE; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE	14875.2	16405.17	17375.0	15133.47
K12963	arnF; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF	14875.2	16405.17	17327.0	15133.47
K12972	ghrA; glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]	27943.0	29873.17	32629.0	28054.84
K12973	pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]	14852.0	15947.17	17327.0	14978.34
K12974	lpxP; KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]	14852.0	15947.17	17327.0	14955.67
K12975	eptB; KDO II ethanolaminephosphotransferase [EC:2.7.8.42]	14852.0	15947.17	17327.0	14955.67
K12976	pagL; lipid A 3-O-deacylase [EC:3.1.-.-]	23.2	458.0	0.0	200.47000000000003
K12979	lpxO; beta-hydroxylase [EC:1.14.11.-]	13160.6	15356.34	15849.0	15799.25
K12981	waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]	0.0	0.0	0.0	22.67
K12982	opsX; heptosyltransferase I [EC:2.4.-.-]	0.0	0.0	79.0	87.0
K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	14852.0	15947.17	17327.0	14955.67
K12988	wapR; alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]	23.2	458.0	0.0	177.8
K12989	lpcC; mannosyltransferase [EC:2.4.1.-]	0.0	9.0	0.0	0.0
K12990	rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]	821.0	871.0	1018.5	822.5
K12992	rfbN; rhamnosyltransferase [EC:2.4.1.-]	1550.5300000000002	3530.0	1011.5	1246.97
K12995	wbdC, wbpZ; N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / rhamnosyltransferase [EC:2.4.1.348 2.4.1.-]	0.0	4.4	0.0	0.0
K12996	rgpA; rhamnosyltransferase [EC:2.4.1.-]	0.0	0.0	14.0	0.0
K12997	rgpB; rhamnosyltransferase [EC:2.4.1.-]	0.0	0.0	7.0	0.0
K12999	rgpI; glucosyltransferase [EC:2.4.1.-]	0.0	0.0	7.0	0.0
K13002	wbyL; glycosyltransferase [EC:2.4.1.-]	0.0	11.2	0.0	0.0
K13007	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	23.2	458.0	0.0	177.8
K13009	wzy; O-antigen polymerase [EC:2.4.1.-]	0.0	74.34	0.0	43.34
K13012	wbqP; O-antigen biosynthesis protein WbqP	612.0	2201.0	0.0	0.0
K13014	arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	14875.2	16405.17	17327.0	15133.47
K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	323.25	0.0	50.75	419.0
K13018	wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	219.0	0.0	0.0	22.67
K13019	wbpI, wlbD; UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	323.25	0.0	6.75	22.67
K13020	wlbA, bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	0.0	0.0	0.0	22.67
K13021	ttuB; MFS transporter, ACS family, tartrate transporter	2480.0	2605.17	2864.0	2439.17
K13038	coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	17253.78	18626.37	18112.25	17926.809999999998
K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	0.0	37.17	0.0	21.67
K13041	ttrR; two-component system, LuxR family, response regulator TtrR	0.0	37.17	0.0	21.67
K13043	argF; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]	0.0	11.2	0.0	0.0
K13051	iaaA, ASRGL1; beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]	13091.0	13945.17	15313.0	13231.84
K13052	divIC, divA; cell division protein DivIC	101.33	0.0	15.25	246.67
K13053	sulA; cell division inhibitor SulA	14875.2	16405.17	17406.0	15220.47
K13059	nahK, lnpB; N-acetylhexosamine 1-kinase [EC:2.7.1.162]	0.0	0.0	2.0	0.0
K13060	lasI, luxI; acyl homoserine lactone synthase [EC:2.3.1.184]	1761.0	2039.17	2093.0	1855.17
K13061	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]	23.2	458.0	0.0	177.8
K13063	phzE; 2-amino-4-deoxychorismate synthase [EC:2.6.1.86]	23.2	458.0	0.0	177.8
K13069	E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]	13091.0	13908.0	15449.0	13210.17
K13252	ptcA; putrescine carbamoyltransferase [EC:2.1.3.6]	96.08	0.0	1.5	246.67
K13255	fhuF; ferric iron reductase protein FhuF	13091.0	13908.0	15234.0	13100.5
K13256	psiE; protein PsiE	14852.0	15947.17	17327.0	14955.67
K13275	isp; major intracellular serine protease [EC:3.4.21.-]	612.0	2201.0	0.0	0.0
K13280	SEC11, sipW; signal peptidase I [EC:3.4.21.89]	99.58	0.0	6.75	246.67
K13281	uvsE, UVE1; UV DNA damage endonuclease [EC:3.-.-.-]	930.0	2201.0	44.0	419.0
K13282	cphB; cyanophycinase [EC:3.4.15.6]	323.25	0.0	50.75	419.0
K13283	fieF; ferrous-iron efflux pump FieF	14852.0	15947.17	17327.0	14955.67
K13288	orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]	14875.2	16405.17	18014.0	17210.14
K13292	lgt, umpA; phosphatidylglycerol:prolipoprotein diacylglycerol transferase [EC:2.-.-.-]	17568.86	18615.17	18072.75	18173.480000000003
K13301	secM; secretion monitor	14852.0	15947.17	17327.0	14955.67
K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:1.6.5.3]	14875.2	16416.37	17911.0	17100.47
K13408	raxA; membrane fusion protein	13091.0	13982.34	15234.0	13119.84
K13409	raxB, cvaB; ATP-binding cassette, subfamily B, bacterial RaxB	13091.0	14019.51	15234.0	13141.51
K13479	ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]	507.24	0.0	6.75	740.01
K13481	xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]	23.2	467.0	604.0	2144.8
K13482	xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]	23.2	467.0	604.0	2144.8
K13483	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit	23.2	458.0	79.0	264.8
K13486	wspC; chemotaxis protein methyltransferase WspC	23.2	458.0	0.0	177.8
K13487	wspA; methyl-accepting chemotaxis protein WspA	23.2	458.0	0.0	200.47000000000003
K13488	wspB; chemotaxis-related protein WspB	23.2	458.0	0.0	200.47000000000003
K13489	wspD; chemotaxis-related protein WspD	23.2	458.0	0.0	177.8
K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	23.2	458.0	0.0	200.47000000000003
K13491	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	23.2	458.0	0.0	200.47000000000003
K13497	trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]	13091.0	13908.0	15234.0	13100.5
K13498	trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	14852.0	15947.17	17327.0	14955.67
K13503	trpEG; anthranilate synthase [EC:4.1.3.27]	0.0	9.0	0.0	0.0
K13522	K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]	0.0	0.0	604.0	0.0
K13525	VCP, CDC48; transitional endoplasmic reticulum ATPase	0.0	0.0	2.0	0.0
K13527	mpa; proteasome-associated ATPase	0.0	0.0	2.0	0.0
K13529	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	0.0	37.17	79.0	108.67
K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	23.2	458.0	0.0	177.8
K13542	cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	3084.91	4402.0	52.75	963.34
K13570	pup; prokaryotic ubiquitin-like protein Pup	0.0	0.0	2.0	0.0
K13571	pafA; proteasome accessory factor A [EC:6.3.1.19]	0.0	0.0	4.0	0.0
K13574	ybiC; uncharacterized oxidoreductase [EC:1.1.1.-]	13091.0	13945.17	15234.0	13098.17
K13580	K13580; magnesium chelatase subunit ChlD-like protein	23.2	458.0	68.0	177.8
K13581	ccrM; modification methylase [EC:2.1.1.72]	0.0	13.4	0.0	0.0
K13582	podJ; localization factor PodJL	0.0	9.0	0.0	0.0
K13583	gcrA; GcrA cell cycle regulator	0.0	18.0	0.0	0.0
K13584	ctrA; two-component system, cell cycle response regulator CtrA	0.0	9.0	0.0	0.0
K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	0.0	9.0	0.0	0.0
K13588	chpT; histidine phosphotransferase ChpT	0.0	9.0	0.0	0.0
K13589	cpdR; two-component system, cell cycle response regulator CpdR	0.0	9.0	0.0	0.0
K13590	dgcB; diguanylate cyclase [EC:2.7.7.65]	23.2	467.0	68.0	177.8
K13592	rcdA; regulator of CtrA degradation	0.0	9.0	0.0	0.0
K13598	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	0.0	9.0	0.0	0.0
K13599	ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX	0.0	9.0	0.0	0.0
K13609	dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]	23.2	458.0	0.0	177.8
K13611	pksJ; polyketide synthase PksJ	0.0	2.2	0.0	0.0
K13614	pksN; polyketide synthase PksN	612.0	2201.0	0.0	0.0
K13620	wcaD; putative colanic acid polymerase	0.0	0.0	0.0	24.0
K13622	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	0.0	9.0	0.0	0.0
K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	0.0	9.0	0.0	0.0
K13626	fliW; flagellar assembly factor FliW	2378.58	2201.0	50.75	716.67
K13628	iscA; iron-sulfur cluster assembly protein	14885.7	16414.17	18023.5	17210.14
K13629	dsdX; D-serine transporter	13091.0	13908.0	15234.0	13100.5
K13630	marB; multiple antibiotic resistance protein MarB	13091.0	13908.0	15234.0	13100.5
K13631	soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator	15571.0	16476.0	18098.0	15494.0
K13632	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator	13091.0	13908.0	15234.0	13100.5
K13633	ftrA; AraC family transcriptional regulator, transcriptional activator FtrA	13091.0	13908.0	15381.0	13187.5
K13634	cysB; LysR family transcriptional regulator, cys regulon transcriptional activator	14875.2	16405.17	17395.0	15156.14
K13635	cbl; LysR family transcriptional regulator, cys regulon transcriptional activator	13091.0	13945.17	15838.0	15111.84
K13636	dsdC; LysR family transcriptional regulator, D-serine deaminase activator	26182.0	27853.17	30468.0	26198.67
K13637	uxuR; GntR family transcriptional regulator, uxu operon transcriptional repressor	14852.0	15936.0	17327.0	14910.0
K13638	zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA	13091.0	13945.17	15234.0	13146.17
K13639	soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR	13114.2	14366.0	15849.0	15354.97
K13640	hspR; MerR family transcriptional regulator, heat shock protein HspR	0.0	0.0	2.0	0.0
K13641	iclR; IclR family transcriptional regulator, acetate operon repressor	14852.0	15947.17	17327.0	14955.67
K13643	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	14875.2	16405.17	17931.0	17100.47
K13650	mcbA; MqsR-controlled colanic acid and biofilm protein A	10611.0	11340.0	12370.0	10683.0
K13651	mqsR; motility quorum-sensing regulator / GCU-specific mRNA interferase toxin	23.2	458.0	0.0	177.8
K13652	K13652; AraC family transcriptional regulator	13091.0	13939.4	15770.0	13076.5
K13653	K13653; AraC family transcriptional regulator	4421.69	13664.0	272.0	2680.81
K13654	mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator	0.0	0.0	0.0	24.0
K13655	mqsA; HTH-type transcriptional regulator / antitoxin MqsA	23.2	458.0	0.0	177.8
K13665	gumL; pyruvyltransferase	0.0	9.0	0.0	0.0
K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]	612.0	2201.0	7.0	0.0
K13678	cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]	1.75	0.0	1.5	0.0
K13683	wcaE; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	0.0	0.0	0.0	24.0
K13684	wcaC; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	0.0	0.0	0.0	24.0
K13693	gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	0.0	9.0	0.0	0.0
K13694	mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]	14852.0	15958.37	17327.0	14979.67
K13695	nlpC; probable lipoprotein NlpC	27943.0	29855.17	32561.0	28032.17
K13714	atl; bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	3.5	0.0	3.0	0.0
K13727	pdc; phenolic acid decarboxylase [EC:4.1.1.-]	13091.0	13908.0	15234.0	13100.5
K13735	yeeJ; adhesin/invasin	1761.0	2002.0	2093.0	1833.5
K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	13091.0	13945.17	15770.0	15089.17
K13747	nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96]	2208.45	2670.2	56.25	228.8
K13766	liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]	23.2	458.0	683.0	2254.4700000000003
K13770	ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein	10.5	0.0	13.5	0.0
K13771	nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor	14852.0	15947.17	17931.0	16922.67
K13772	rirA; Rrf2 family transcriptional regulator, iron-responsive regulator	0.0	9.0	0.0	0.0
K13774	atuB; citronellol/citronellal dehydrogenase	23.2	458.0	536.0	2144.8
K13775	atuG; citronellol/citronellal dehydrogenase	0.0	0.0	79.0	87.0
K13776	atuH; citronellyl-CoA synthetase [EC:6.2.1.-]	23.2	458.0	536.0	2144.8
K13777	atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]	23.2	458.0	536.0	2144.8
K13778	atuC; geranyl-CoA carboxylase beta subunit [EC:6.4.1.5]	23.2	458.0	536.0	2144.8
K13779	atuE; isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57]	23.2	458.0	536.0	2144.8
K13786	cobR; cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.1]	0.0	9.0	0.0	0.0
K13787	idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	0.0	0.0	2.0	0.0
K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]	14875.2	16405.17	17865.0	17100.47
K13789	GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	2403.53	2670.2	110.75	894.47
K13794	tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC	0.0	9.0	1140.0	3934.0
K13795	citB, tcuB; citrate/tricarballylate utilization protein	0.0	9.0	604.0	1989.67
K13796	cobZ, tcuA; tricarballylate dehydrogenase	0.0	9.0	604.0	1989.67
K13815	rpfG; two-component system, response regulator RpfG	0.0	0.0	79.0	87.0
K13816	rpfF; DSF synthase	0.0	0.0	79.0	133.67000000000002
K13818	mobAB; molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]	1326.0	0.0	2.0	51.0
K13820	fliR-flhB; flagellar biosynthetic protein FliR/FlhB	318.0	0.0	44.0	419.0
K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	14875.2	16414.17	18010.0	17187.47
K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]	0.0	0.0	2.0	0.0
K13875	K13875, araC; L-arabonate dehydrase [EC:4.2.1.25]	0.0	9.0	0.0	0.0
K13876	araD; 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]	0.0	0.0	0.0	22.67
K13888	macA; membrane fusion protein, macrolide-specific efflux system	16224.4	16909.34	18091.0	17547.61
K13889	gsiB; glutathione transport system substrate-binding protein	13185.33	13945.17	15234.0	13414.18
K13890	gsiC; glutathione transport system permease protein	13185.33	13945.17	15234.0	13391.51
K13891	gsiD; glutathione transport system permease protein	13185.33	13945.17	15234.0	13391.51
K13892	gsiA; glutathione transport system ATP-binding protein	13091.0	13945.17	15234.0	13144.84
K13893	yejA; microcin C transport system substrate-binding protein	14921.6	17339.17	17931.0	17456.07
K13894	yejB; microcin C transport system permease protein	14898.4	16846.17	17931.0	17278.27
K13895	yejE; microcin C transport system permease protein	14898.4	16846.17	17931.0	17278.27
K13896	yejF; microcin C transport system ATP-binding protein	14898.4	16846.17	17931.0	17278.27
K13918	gudX; glucarate dehydratase-related protein	13091.0	13908.0	15234.0	13100.5
K13919	pduD; propanediol dehydratase medium subunit [EC:4.2.1.28]	13091.0	13908.0	15234.0	13076.5
K13920	pduE; propanediol dehydratase small subunit [EC:4.2.1.28]	13091.0	13908.0	15234.0	13076.5
K13921	pduQ; 1-propanol dehydrogenase	13185.33	13908.0	15234.0	13323.17
K13922	pduP; propionaldehyde dehydrogenase [EC:1.2.1.87]	13592.99	13908.0	15234.0	13816.51
K13923	pduL; phosphate propanoyltransferase [EC:2.3.1.222]	13091.0	13908.0	15234.0	13076.5
K13926	rbbA; ribosome-dependent ATPase	13114.2	14375.0	15302.0	13276.97
K13927	citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]	188.66	0.0	0.0	493.34
K13928	mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator	13114.2	14366.0	15770.0	15245.3
K13929	mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]	13114.2	14366.0	15849.0	15332.3
K13930	mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	13114.2	14366.0	15849.0	15332.3
K13931	mdcC; malonate decarboxylase delta subunit	13114.2	14366.0	15849.0	15332.3
K13932	mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]	22400.2	24258.0	26648.0	24575.3
K13933	mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]	13114.2	14366.0	15849.0	15332.3
K13934	mdcG; phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]	13114.2	14366.0	15849.0	15332.3
K13935	mdcH; malonate decarboxylase epsilon subunit [EC:2.3.1.39]	13114.2	14366.0	15770.0	15245.3
K13936	mdcF; malonate transporter	13091.0	13908.0	15234.0	13100.5
K13938	folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]	13114.2	14403.17	15234.0	13299.97
K13940	sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	318.0	0.0	47.5	419.0
K13950	pabAB; para-aminobenzoate synthetase [EC:2.6.1.85]	5.25	0.0	6.75	0.0
K13953	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	13185.33	13954.17	15395.0	13501.18
K13954	yiaY; alcohol dehydrogenase [EC:1.1.1.1]	245.56	942.0	549.5	2838.61
K13963	SERPINB; serpin B	0.0	9.0	0.0	0.0
K13979	yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	13137.4	14861.17	15917.0	13540.77
K13993	HSP20; HSP20 family protein	14771.25	12498.2	13727.5	12181.5
K13995	nicF; maleamate amidohydrolase [EC:3.5.1.107]	23.2	458.0	0.0	177.8
K14048	ureAB; urease subunit gamma/beta [EC:3.5.1.5]	0.0	9.0	0.0	0.0
K14051	gmr; c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]	0.0	0.0	0.0	46.67
K14052	puuP; putrescine importer	13091.0	13945.17	15770.0	15089.17
K14053	ompG; outer membrane protein G	0.0	0.0	0.0	24.0
K14054	mpaA; protein MpaA	14852.0	15947.17	17327.0	14955.67
K14055	uspE; universal stress protein E	14852.0	15947.17	17327.0	14955.67
K14056	puuR; HTH-type transcriptional regulator, repressor for puuD	13091.0	13982.34	15234.0	13143.84
K14057	abgR; LysR family transcriptional regulator, regulator of abg operon	13091.0	13919.17	15234.0	13098.17
K14058	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA	14875.2	16414.17	18010.0	17210.14
K14059	int; integrase	94.33	0.0	68.0	2261.67
K14061	uspF; universal stress protein F	13091.0	13945.17	15234.0	13122.17
K14062	ompN; outer membrane protein N	13091.0	13908.0	15234.0	13100.5
K14063	feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB	13137.4	14861.17	15234.0	13477.77
K14064	uspC; universal stress protein C	13091.0	13945.17	15234.0	13122.17
K14080	mtaA; [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	5.25	0.0	6.75	0.0
K14083	mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	10.5	0.0	13.5	0.0
K14086	echA; ech hydrogenase subunit A	612.0	2201.0	0.0	0.0
K14087	echB; ech hydrogenase subunit B	612.0	2201.0	0.0	0.0
K14088	echC; ech hydrogenase subunit C	612.0	2201.0	0.0	0.0
K14089	echD; ech hydrogenase subunit D	612.0	2201.0	0.0	0.0
K14090	echE; ech hydrogenase subunit E	612.0	2201.0	0.0	0.0
K14138	acsB; acetyl-CoA synthase [EC:2.3.1.169]	5.25	0.0	6.75	0.0
K14155	patB, malY; cystathione beta-lyase [EC:4.4.1.8]	17791.17	18683.74	17487.75	17845.17
K14159	rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]	0.0	0.0	536.0	0.0
K14160	imuA; protein ImuA	0.0	9.0	68.0	0.0
K14161	imuB; protein ImuB	23.2	467.0	147.0	264.8
